ID,NAME,RESPONSE,PREFEC,DISTRICT,PR,PRBLOCK,PARTY,MINSHIN,INCUMB,TERM,SEX,AGE,RESULT,Q1_1,Q1_2,Q1_3,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q3,SQ3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q4_16,Q4_17,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q7,SQ7_1_1,SQ7_1_2,SQ7_1_3,SQ7_2,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q1_1_FA,Q1_2_FA,Q1_3_FA,SQ7_1_1_FA,SQ7_1_2_FA,SQ7_1_3_FA
84,城取＝良太,1,6,3,0,66,9,66,1,0,1,40,1,1,16,3,20,0,10,0,25,0,0,50,0,25,5,66,1,1,1,5,1,1,1,1,5,5,3,2,1,3,3,4,2,1,2,5,3,1,5,3,3,2,2,1,1,2,5,1,5,5,3,3,5,2,4,4,4,5,,消費減税など税制,,,,
85,亀岡＝偉民,1,7,1,0,52,1,66,3,3,1,62,3,13,5,4,100,999,95,999,999,999,999,999,999,90,2,5,1,3,2,1,3,5,1,3,2,3,2,3,3,5,3,3,99,3,3,3,4,3,5,3,3,4,3,1,9,99,99,2,1,2,3,2,1,1,3,1,1,3,,,,,,
86,金子＝恵美,1,7,1,0,66,11,3,3,1,2,52,2,13,15,4,0,100,20,50,0,20,70,0,50,0,3,4,3,5,3,1,5,4,3,4,1,2,3,3,4,1,3,3,5,4,4,2,4,4,3,4,4,3,5,4,66,66,66,66,5,5,5,3,5,5,4,5,5,5,,,,,,
87,根本＝匠,1,7,2,0,52,1,66,3,7,1,66,2,13,1,5,100,0,80,0,0,0,0,0,0,100,1,4,1,3,1,1,1,3,2,3,2,3,3,4,2,2,4,2,3,2,2,4,2,3,4,4,3,3,2,1,1,3,9,1,1,1,2,1,1,1,1,1,99,2,,,,,,
88,西村＝恵美,1,7,2,0,52,4,66,1,0,2,54,1,5,11,15,60,0,50,0,100,0,0,50,70,70,5,66,1,5,2,3,3,2,4,2,1,1,4,2,4,2,3,1,1,3,3,3,5,1,3,2,1,5,3,1,3,2,4,99,99,4,1,1,2,1,3,1,1,5,,,,,,
89,岡部＝光規,1,7,2,0,52,7,1,1,0,1,49,1,6,5,4,10,100,40,10,50,80,60,50,100,0,4,66,2,3,4,1,5,4,3,3,3,3,4,2,4,2,3,2,4,3,4,1,4,2,3,5,3,4,4,3,66,66,66,66,3,5,4,3,2,4,3,4,5,5,,,,,,
90,平＝善彦,1,7,2,0,66,3,66,1,0,1,65,1,12,15,5,0,25,0,100,0,50,75,0,0,0,5,66,5,5,5,1,5,5,3,3,1,1,5,5,5,1,1,1,5,3,5,1,5,4,5,5,3,2,5,5,66,66,66,66,5,5,5,2,5,5,5,5,5,5,,,,,,
91,上杉＝謙太郎,1,7,3,0,52,1,66,1,0,1,42,3,1,5,13,100,20,70,0,50,20,20,20,20,100,1,4,1,1,1,4,1,3,1,1,1,3,2,3,2,4,3,2,3,2,4,4,4,3,3,3,3,3,2,1,1,3,8,2,2,1,1,1,1,1,1,1,1,1,,,,,,
92,橋本＝健二,1,7,3,0,66,3,66,1,0,1,69,1,6,12,1,0,0,0,100,0,50,80,0,0,0,5,66,5,5,5,1,5,5,2,3,1,1,5,3,5,1,1,1,5,5,5,1,4,5,5,5,5,3,5,5,66,66,66,66,5,5,5,1,5,5,5,5,5,5,,,,,,
93,玄葉＝光一郎,1,7,3,0,66,11,3,3,8,1,53,2,1,15,16,999,999,999,999,999,999,999,999,999,999,3,5,2,99,2,1,5,3,3,3,2,3,2,2,3,2,3,2,4,3,4,2,4,2,3,2,3,4,3,1,99,99,99,2,4,5,2,4,4,3,3,3,5,5,,,地方の活性化,,,
94,菅家＝一郎,1,7,4,0,52,1,66,3,2,1,62,2,13,3,5,100,0,80,0,0,0,0,0,0,100,1,5,1,4,4,1,1,5,1,1,4,2,2,2,2,3,3,3,4,4,5,2,4,1,2,2,4,2,2,1,9,2,4,1,1,1,1,1,1,1,1,1,1,1,,,,,,
95,渡辺＝敏雄,1,7,4,0,52,5,66,1,0,1,68,1,12,15,4,0,70,10,80,0,30,100,0,0,0,5,66,5,5,5,1,5,5,2,2,1,1,5,5,5,1,1,1,5,5,5,1,3,5,5,5,5,3,3,5,66,66,66,66,5,5,5,2,5,5,3,5,5,5,,,,,,
96,小熊＝慎司,1,7,4,0,52,7,1,3,2,1,49,3,13,15,1,50,100,50,50,50,50,50,50,100,50,5,66,3,3,3,1,3,3,2,3,2,2,4,3,5,3,4,2,1,4,4,2,3,3,4,3,3,1,4,1,6,4,8,2,3,5,4,2,3,3,3,3,3,5,,,,,,
97,古川＝芳憲,1,7,4,0,66,3,66,1,0,1,66,1,12,15,5,0,0,0,100,0,75,75,0,0,0,5,66,5,5,5,1,5,5,2,3,1,1,5,3,5,1,1,1,5,5,5,1,3,5,5,5,5,3,5,5,66,66,66,66,5,5,5,1,5,5,5,5,5,5,,,,,,
98,吉野＝正芳,1,7,5,0,52,1,66,3,6,1,69,2,13,3,4,100,0,50,0,0,0,0,0,0,100,1,4,2,3,2,1,2,4,2,2,2,3,4,3,3,4,5,4,1,4,4,3,2,3,3,3,3,2,3,1,8,99,99,2,2,1,2,1,1,1,1,2,2,2,,,,,,
99,遠藤＝陽子,1,7,5,0,52,5,66,1,0,2,67,1,12,15,5,0,70,10,80,0,30,100,0,0,0,5,66,5,5,5,1,5,5,2,2,1,1,5,5,5,1,1,1,5,5,5,1,3,5,5,5,5,3,3,5,66,66,66,66,5,5,5,2,5,5,3,5,5,5,,,,,,
100,吉田＝泉,1,7,5,0,52,7,1,3,5,1,68,1,13,1,2,50,70,40,30,60,50,40,50,80,50,1,2,2,3,3,3,3,4,3,4,3,2,3,3,2,3,3,2,2,3,4,3,5,2,2,2,2,5,5,2,1,10,5,2,3,5,3,5,2,3,3,2,3,5,,,,,,
101,熊谷＝智,1,7,5,0,66,3,66,1,0,1,37,1,15,12,5,0,1,0,100,0,50,75,0,0,0,5,66,3,5,5,1,5,5,1,2,1,1,5,3,5,1,1,3,5,4,5,1,4,5,5,5,5,3,5,5,66,66,66,66,5,5,5,3,5,5,5,5,5,5,,,,,,
102,田所＝嘉徳,1,8,1,0,53,1,66,3,2,1,63,2,1,5,3,100,0,100,0,50,0,0,50,0,90,2,4,2,5,1,1,1,3,2,2,2,3,3,3,3,5,5,3,1,2,3,3,4,2,4,3,3,3,2,1,8,1,5,1,3,1,2,1,1,1,1,1,1,2,,,,,,
103,大内＝久美子,1,8,1,0,53,3,66,1,0,2,68,1,12,15,6,0,0,0,100,0,80,80,0,0,0,5,66,5,5,5,1,5,5,1,3,1,1,5,3,5,1,1,1,5,5,5,1,3,5,5,5,5,5,5,5,66,66,66,66,5,5,5,3,5,5,5,5,5,5,,,,,,
104,福島＝伸享,1,8,1,0,53,7,1,3,2,1,47,1,10,16,1,40,50,20,20,40,50,40,50,60,40,4,66,2,3,1,2,3,4,3,2,2,2,4,4,2,3,3,2,2,3,2,4,2,2,4,4,2,3,4,1,4,11,10,2,5,4,4,3,3,3,4,4,4,5,,経済構造改革,,,衆参の役割分担,
105,川辺＝賢一,1,8,1,0,66,9,66,1,0,1,30,1,1,7,5,40,20,20,0,50,50,0,99,30,20,5,66,1,1,1,5,1,2,2,2,4,5,3,2,1,5,3,3,2,2,3,4,2,1,5,2,2,2,1,1,1,11,10,2,3,2,2,2,4,1,3,4,5,3,,,,,前文,
106,石津＝政雄,1,8,2,0,53,7,1,2,1,1,70,1,6,5,4,0,100,50,25,25,25,25,25,100,0,5,66,2,5,5,1,5,5,3,4,4,2,5,3,5,3,3,5,3,5,5,1,5,5,5,5,5,4,5,3,66,66,66,66,5,5,99,1,3,4,5,4,5,5,,,,,,
107,額賀＝福志郎,1,8,2,0,66,1,66,3,11,1,73,2,6,5,1,999,999,999,999,999,999,999,999,999,999,1,2,2,4,2,1,4,4,4,4,4,2,3,2,2,3,99,3,99,2,2,4,4,2,2,4,2,4,4,1,1,99,99,2,4,1,2,4,1,1,2,1,2,3,,,,,,
108,星野＝文雄,1,8,2,0,66,3,66,1,0,1,69,1,12,15,6,0,0,0,100,0,80,80,0,0,0,5,66,5,5,5,1,5,5,1,3,1,1,5,3,5,1,1,1,5,5,5,1,3,5,5,5,5,5,5,5,66,66,66,66,5,5,5,3,5,5,5,5,5,5,,,,,,
109,葉梨＝康弘,1,8,3,0,53,1,66,3,4,1,58,2,2,1,5,100,999,100,999,999,999,999,999,999,100,1,4,2,2,1,2,2,3,2,3,3,3,3,2,2,4,4,3,3,2,2,4,4,2,2,3,3,4,2,1,2,9,1,2,2,1,1,2,2,1,1,1,1,2,,,,,,
110,樋口＝舞,1,8,3,0,53,7,66,1,0,2,44,1,15,11,10,999,60,999,999,80,999,999,999,100,999,5,66,2,3,3,3,3,4,4,4,2,1,3,1,3,1,3,2,1,4,4,3,4,1,5,2,2,1,4,1,99,99,99,1,3,4,3,2,2,2,4,4,3,5,,,,,,
111,林＝京,1,8,3,0,66,3,66,1,0,2,67,1,12,5,15,0,999,0,100,0,999,90,0,999,0,5,66,5,5,5,1,5,5,1,3,1,1,5,3,5,1,1,1,5,5,5,1,99,5,5,5,5,5,5,5,66,66,66,66,5,5,5,3,5,5,5,5,5,5,,,,,,
112,梶山＝弘志,1,8,4,0,53,1,66,3,6,1,62,2,5,6,1,100,0,100,0,0,0,0,0,0,100,1,4,1,3,1,1,2,3,2,2,2,3,2,3,2,3,3,2,4,3,4,4,4,3,3,3,3,3,2,1,9,8,11,1,1,1,1,1,1,1,1,1,1,1,,,,,,教育の充実
113,大熊＝利昭,1,8,4,0,53,7,66,2,1,1,54,1,2,10,11,999,999,999,999,100,999,999,999,999,999,4,66,2,99,2,2,3,99,99,4,2,99,4,99,4,99,2,2,2,99,99,99,5,4,5,3,4,5,5,1,4,99,99,2,99,4,2,4,5,4,4,3,3,4,,,,,,
114,堀江＝鶴治,1,8,4,0,66,3,66,1,0,1,75,1,12,15,4,0,0,0,100,0,0,80,0,0,0,5,66,5,5,5,1,5,5,1,3,1,1,5,3,5,1,1,1,5,5,5,1,3,5,5,5,5,5,5,5,66,66,66,66,5,5,5,3,5,5,5,5,5,5,,,,,,
115,石川＝昭政,1,8,5,0,53,1,66,3,2,1,45,2,3,5,1,100,0,90,0,50,0,0,70,0,100,3,5,1,2,2,3,1,4,2,1,2,3,2,3,1,5,5,2,3,2,3,5,2,3,3,3,2,1,2,1,1,9,11,2,2,2,2,2,2,2,2,2,2,3,,,,,,合区
116,浅野＝哲,1,8,5,0,53,7,1,1,0,1,35,3,10,1,6,50,75,50,20,50,50,50,50,50,20,1,5,1,5,5,1,4,5,2,3,1,2,5,2,2,1,1,1,5,3,5,5,5,2,2,2,3,5,5,2,10,6,99,2,5,5,4,5,2,5,2,4,5,5,,,,,,
117,川崎＝篤子,1,8,5,0,66,3,66,1,0,2,64,1,12,15,6,0,0,0,100,0,50,80,0,0,0,5,66,5,5,5,1,5,5,1,3,1,1,5,3,5,1,1,1,5,5,5,1,3,5,5,5,5,5,5,5,66,66,66,66,5,5,5,3,5,5,5,5,5,5,,,,,,
118,国光＝文乃,1,8,6,0,53,1,66,1,0,2,38,2,6,5,1,999,999,999,999,999,999,999,999,999,999,1,4,1,3,1,1,99,3,2,3,2,3,3,3,2,99,99,2,99,99,99,3,4,3,3,99,3,3,2,1,9,3,8,99,99,1,1,1,1,1,1,1,1,1,,,,,,
119,青山＝大人,1,8,6,0,53,7,1,1,0,1,38,3,5,6,7,50,50,50,50,50,50,50,50,50,50,4,66,3,5,3,1,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,5,3,3,3,3,3,66,66,66,66,3,3,5,2,3,3,3,3,4,5,,,,,,
120,古沢＝喜幸,1,8,6,0,66,3,66,1,0,1,71,1,12,15,6,0,0,0,100,0,0,80,0,0,0,5,66,5,5,5,1,5,5,1,3,1,1,5,3,5,1,1,1,5,5,5,1,3,5,5,5,5,5,5,5,66,66,66,66,5,5,5,99,5,5,5,5,5,5,,,,,,
121,永岡＝桂子,1,8,7,0,53,1,66,3,4,2,63,3,1,5,4,999,999,999,999,999,999,999,999,999,999,1,5,1,4,1,1,3,3,2,2,2,2,3,3,3,5,5,2,2,3,3,3,3,3,2,3,2,2,3,1,1,8,3,2,2,1,1,1,1,1,1,1,2,2,,,,,,
122,石嶋＝巌,1,8,7,0,66,3,66,1,0,1,63,1,12,1,4,0,0,0,100,0,75,80,0,0,0,5,66,5,5,5,1,5,5,1,3,1,1,5,3,5,1,1,1,5,5,5,1,3,5,5,5,5,5,5,5,66,66,66,66,5,5,5,3,5,5,5,5,5,5,,,,,,
123,中村＝喜四郎,1,8,7,0,66,11,66,3,13,1,68,2,1,2,10,999,999,999,999,999,999,999,999,999,999,1,1,2,2,2,2,3,1,3,5,5,1,3,2,2,3,3,3,3,3,3,4,5,5,3,3,1,5,5,1,11,99,99,2,3,5,3,5,3,4,4,4,5,5,,,,全文,,
124,船田＝元,1,9,1,0,53,1,66,3,11,1,63,2,5,6,12,100,999,100,0,50,30,10,70,20,90,1,5,1,2,2,2,3,4,2,3,1,2,3,2,2,2,2,1,3,3,4,5,4,2,3,2,2,3,4,1,1,11,9,1,1,2,2,3,1,2,2,1,2,3,,,,,教育の無償化,
125,柏倉＝祐司,1,9,1,0,53,7,66,2,1,1,48,1,6,1,10,999,50,999,999,75,999,999,999,100,999,5,66,2,3,3,3,3,4,4,4,2,1,3,1,3,1,3,2,1,4,4,3,4,1,5,2,2,1,4,1,9,4,6,2,3,4,3,2,2,2,4,4,3,5,,,,,,
126,青木＝弘,1,9,1,0,66,3,66,1,0,1,56,1,12,1,7,0,50,0,100,0,50,80,0,0,0,5,66,5,5,5,1,5,5,2,3,1,1,5,3,5,1,1,1,5,4,5,1,3,5,5,5,5,3,5,5,66,66,66,66,5,5,5,1,5,5,5,5,5,5,,,,,,
127,渡辺＝典喜,1,9,1,0,66,11,3,1,0,1,34,1,5,2,7,5,70,5,5,5,5,5,0,5,0,1,4,2,3,3,1,4,4,4,4,2,2,3,3,2,2,1,4,4,4,5,3,4,2,1,3,2,4,5,3,66,66,66,66,2,4,4,5,4,4,5,3,5,5,,,,,,
128,西川＝公也,1,9,2,0,66,1,66,3,6,1,74,1,3,5,4,100,0,100,0,50,0,0,50,0,100,2,4,2,5,1,1,3,3,1,1,2,3,4,2,3,3,4,3,5,3,3,3,3,3,3,4,3,2,2,3,66,66,66,66,3,1,1,2,1,1,1,1,2,2,,,,,,
129,福田＝昭夫,1,9,2,0,66,11,3,3,4,1,69,2,7,6,2,0,100,20,30,10,60,50,0,10,0,4,66,3,4,3,1,4,4,2,2,2,1,5,2,4,2,3,3,5,4,3,2,2,3,5,4,3,4,5,2,6,4,10,2,5,5,5,2,4,5,4,4,5,5,,,,,,
130,簗＝和生,1,9,3,0,53,1,66,3,2,1,38,2,1,5,4,999,999,999,999,999,999,999,999,999,999,1,4,1,99,1,99,1,3,1,2,99,99,99,99,1,5,5,99,99,99,99,99,99,99,99,99,99,99,99,1,1,9,99,99,1,1,1,1,1,1,1,1,1,99,,,,,,
131,渡辺＝美由紀,1,9,3,0,53,7,66,1,0,2,58,1,2,6,5,80,80,80,0,80,60,10,50,100,90,5,66,1,1,1,3,3,3,3,1,2,3,3,2,3,3,3,1,1,2,5,2,1,1,5,3,2,1,1,1,11,7,6,1,3,2,2,1,2,2,2,2,2,3,,,,政党条項,,
132,槙＝昌三,1,9,3,0,66,3,66,1,0,1,74,1,12,4,6,0,50,0,100,0,50,80,0,0,0,5,66,5,5,5,1,5,5,2,3,1,1,5,3,5,1,1,1,5,4,5,1,3,5,5,5,5,3,5,5,66,66,66,66,5,5,5,1,5,5,5,5,5,5,,,,,,
133,石渡＝剛,1,9,3,0,66,9,66,1,0,1,48,1,1,2,14,50,25,40,10,25,25,15,55,25,50,5,66,1,1,1,5,1,1,3,2,5,5,5,2,1,4,4,3,1,1,2,5,3,1,5,3,2,1,2,1,1,5,3,1,5,4,3,2,5,2,5,5,4,5,,,,,,
134,佐藤＝勉,1,9,4,0,53,1,66,3,7,1,65,2,11,14,12,100,999,80,999,50,999,999,999,0,999,1,4,2,3,2,2,3,4,1,2,3,3,2,3,3,4,4,4,4,3,2,4,2,2,3,3,3,3,2,2,3,2,1,1,3,1,2,2,2,1,2,2,1,2,,,,,,
135,藤岡＝隆雄,1,9,4,0,53,7,1,1,0,1,40,1,2,10,16,999,70,999,999,30,999,999,999,100,999,5,66,2,3,2,2,3,3,3,3,2,2,4,1,3,3,3,2,1,4,4,3,4,1,5,2,2,3,4,1,5,4,6,2,3,4,4,2,2,2,4,4,3,5,,,若者支援,,,
136,山崎＝寿彦,1,9,4,0,66,3,66,1,0,1,64,1,12,7,1,0,50,0,100,0,50,80,0,0,0,5,66,5,5,5,1,5,5,2,3,1,1,5,3,5,1,1,1,5,4,5,1,3,5,5,5,5,3,5,5,66,66,66,66,5,5,5,1,5,5,5,5,5,5,,,,,,
137,茂木＝敏充,1,9,5,0,53,1,66,3,8,1,62,2,1,5,99,999,999,999,999,999,999,999,999,999,999,1,4,1,3,1,1,99,3,2,3,1,3,3,3,2,99,99,2,99,99,99,4,4,2,3,99,3,3,2,1,1,9,11,99,99,1,1,1,1,1,1,1,99,99,,,,,,教育の充実
138,大豆生田＝実,1,9,5,0,53,7,66,1,0,1,51,1,11,10,3,50,999,50,20,80,50,20,50,100,50,4,66,1,2,1,3,2,3,3,4,2,3,4,2,4,2,2,3,2,3,4,3,4,1,4,2,3,4,3,1,3,4,8,1,2,4,2,2,3,2,2,2,3,5,,,,,,
139,川上＝均,1,9,5,0,66,3,66,1,0,1,61,1,12,2,7,0,50,0,100,0,50,80,0,0,0,5,66,5,5,5,1,5,5,2,3,1,1,5,3,5,1,1,1,5,4,5,1,3,5,5,5,5,3,5,5,66,66,66,66,5,5,5,1,5,5,5,5,5,5,,,,,,
140,尾身＝朝子,1,10,1,0,53,1,66,3,1,2,56,2,1,5,4,100,50,100,20,70,50,20,20,50,100,1,4,1,3,1,1,3,3,2,3,2,3,3,3,2,3,3,2,3,3,4,4,4,3,3,3,3,3,2,1,1,9,3,2,2,1,1,1,1,1,1,1,1,2,,,,,,
141,店橋＝世津子,1,10,1,0,53,3,66,1,0,2,56,1,12,16,1,0,999,0,100,0,999,100,0,0,0,5,66,5,5,5,1,5,5,1,3,1,1,5,3,5,1,1,1,5,4,5,1,4,5,5,5,5,3,5,5,66,66,66,66,5,5,5,1,5,5,5,5,5,5,,消費税10％増税中止,,,,
142,宮崎＝岳志,1,10,1,0,53,7,1,3,2,1,47,1,2,5,6,25,90,60,50,60,70,80,50,90,10,4,66,4,4,4,2,4,3,3,4,1,2,4,3,3,2,2,2,2,4,3,2,4,2,3,4,3,4,2,2,99,99,99,2,5,2,4,1,5,3,4,4,4,5,,,,,,
143,井野＝俊郎,1,10,2,0,53,1,66,3,2,1,37,2,1,5,99,100,50,100,50,50,50,50,50,50,90,1,4,1,3,1,1,99,3,2,2,2,3,3,3,2,3,3,3,3,2,1,3,3,2,3,3,2,2,1,1,1,9,3,2,2,1,1,1,1,1,1,1,1,2,,,,,,
144,石関＝貴史,1,10,2,0,53,7,1,3,4,1,45,1,6,5,4,30,70,50,50,50,60,40,0,80,0,5,66,1,3,3,3,3,4,3,2,1,3,4,3,5,4,5,3,4,4,3,1,4,2,3,4,3,2,4,2,6,10,4,2,5,4,2,2,5,4,4,4,5,5,,,,,,
145,長谷田＝直之,1,10,2,0,66,3,66,1,0,1,61,1,12,5,6,0,999,0,100,0,999,100,0,0,0,5,66,5,5,5,1,5,5,2,3,1,1,5,3,5,1,1,1,5,5,5,1,4,5,5,5,5,3,5,5,66,66,66,66,5,5,5,1,5,5,5,5,5,5,,,,,,
146,笹川＝博義,1,10,3,0,53,1,66,3,2,1,51,2,1,5,99,999,999,999,999,999,999,999,999,999,999,1,4,1,3,1,1,2,3,2,3,2,3,3,3,2,3,4,3,4,3,3,3,3,3,3,3,3,3,2,1,3,9,8,2,4,1,1,1,1,1,1,1,1,3,,,,,,
147,長谷川＝嘉一,1,10,3,0,53,8,2,1,0,1,64,3,1,10,15,25,55,30,55,40,70,60,30,45,0,4,66,3,3,5,1,3,4,3,4,2,3,5,3,5,3,3,3,5,4,2,2,4,3,2,4,3,4,3,4,66,66,66,66,3,5,5,4,4,5,4,5,5,5,,,,,,
148,福田＝達夫,1,10,4,0,53,1,66,3,2,1,50,2,3,7,1,90,50,85,0,60,50,35,70,50,80,2,3,2,3,3,3,3,3,2,3,3,2,3,4,2,2,3,3,3,4,3,4,3,2,3,3,3,4,3,2,4,99,99,2,3,2,2,3,2,2,2,2,2,3,,,,,,
149,不破＝弘樹,1,10,4,0,53,7,1,1,0,1,51,1,5,7,9,10,100,20,50,50,60,80,50,100,0,3,3,3,4,4,3,3,4,3,3,1,3,4,3,3,2,3,3,4,4,3,3,3,3,4,4,4,4,4,3,66,66,66,66,4,5,3,3,5,99,5,5,5,5,,,,,,
150,萩原＝貞夫,1,10,4,0,66,3,66,1,0,1,68,1,12,1,15,0,30,0,100,0,50,80,0,0,0,5,66,5,5,5,1,5,5,3,3,1,1,5,3,5,1,1,3,5,5,5,1,3,5,5,5,5,3,5,5,66,66,66,66,5,5,5,1,5,5,5,5,5,5,,,,,,
151,小渕＝優子,1,10,5,0,53,1,66,3,6,2,43,2,1,5,16,90,999,70,999,999,999,999,999,999,90,1,5,1,3,1,1,3,3,2,3,2,3,3,3,2,3,3,2,3,3,4,4,4,3,3,3,3,3,2,1,11,8,1,2,2,1,1,1,1,1,1,1,1,2,,,経済対策・地方創生,教育の充実,,
152,高橋＝宣之,1,10,5,0,53,5,66,1,0,1,63,1,12,7,5,0,50,0,50,0,50,100,0,0,0,5,66,5,5,4,1,5,5,3,3,1,1,5,3,5,1,1,1,5,5,5,1,3,5,5,5,5,3,5,5,66,66,66,66,5,5,5,5,5,5,3,5,5,5,,,,,,
153,猪口＝幸子,1,10,5,0,53,7,66,1,0,2,61,1,7,15,6,60,90,50,10,80,70,10,10,100,60,5,66,2,5,5,1,3,3,4,4,3,2,4,3,5,1,2,3,1,3,1,2,3,1,3,3,3,4,3,1,10,1,9,1,1,2,3,2,2,2,2,5,3,4,,,,,,
154,伊藤＝達也,1,10,5,0,66,3,66,1,0,1,34,1,12,16,1,0,999,0,100,0,999,100,0,0,0,5,66,5,5,5,1,5,5,2,3,1,1,5,3,5,1,1,1,5,5,5,1,4,5,5,5,5,3,5,5,66,66,66,66,5,5,5,1,5,5,5,5,5,5,,消費税10％中止,,,,
155,村井＝英樹,1,11,1,0,53,1,66,3,2,1,37,2,5,6,2,80,20,80,20,50,20,20,50,20,80,2,4,1,3,2,3,3,3,3,2,1,3,3,3,2,3,3,1,1,3,3,3,4,2,4,3,3,1,2,2,9,5,1,2,2,2,2,2,2,2,2,1,2,3,,,,,,
156,小檜山＝清人,1,11,1,0,53,4,66,1,0,1,60,1,2,10,6,60,10,30,0,100,0,0,0,60,70,4,66,1,5,2,4,3,2,4,2,3,1,3,2,3,1,2,2,1,3,3,2,5,1,2,1,1,5,3,3,66,66,66,66,2,2,1,4,2,1,4,1,1,5,,,,,,
157,武正＝公一,1,11,1,0,53,7,1,3,6,1,56,1,12,2,1,25,75,25,25,25,50,25,25,75,25,4,66,3,2,2,2,4,4,2,4,2,3,3,2,3,2,3,2,4,3,3,3,4,2,3,3,3,4,4,1,2,10,4,2,4,4,2,3,4,4,4,2,4,5,,,,,,
158,鳥羽＝恵,1,11,1,0,66,3,66,1,0,2,58,1,10,1,2,0,999,0,100,0,999,100,0,0,0,5,66,5,5,5,1,5,5,2,3,1,1,5,3,5,1,1,1,5,5,5,1,3,5,5,5,5,3,5,5,66,66,66,66,5,5,5,1,5,5,5,5,5,5,,,,,,
159,新藤＝義孝,1,11,2,0,53,1,66,3,6,1,59,2,3,1,5,100,999,100,999,999,999,999,999,999,100,99,66,2,2,1,1,2,3,3,3,2,3,3,3,99,3,99,99,5,99,99,99,99,2,99,99,99,99,99,1,11,9,1,2,2,1,1,2,1,1,2,1,1,2,,,,前文,,
160,菅＝克己,1,11,2,0,53,7,1,1,0,1,51,1,13,6,9,25,100,50,50,50,50,50,25,100,0,4,66,2,4,3,2,4,3,3,3,1,2,3,2,4,4,3,2,4,4,4,3,4,2,2,4,4,4,5,1,10,4,8,2,2,4,3,2,4,4,4,4,5,5,,,,,,
161,平川＝道也,1,11,2,0,66,3,66,1,0,1,45,1,6,5,12,20,50,20,100,0,50,70,20,20,0,5,66,5,5,5,1,5,5,2,3,1,1,5,3,5,1,1,1,5,4,5,1,4,5,5,5,5,3,5,5,66,66,66,66,5,5,5,1,5,5,5,5,5,5,,,,,,
162,黄川田＝仁志,1,11,3,0,53,1,66,3,2,1,47,2,16,15,1,100,0,100,0,0,0,0,0,0,100,2,4,1,1,1,3,2,5,4,1,3,1,3,3,1,5,4,4,5,3,5,3,3,1,3,3,1,1,3,1,1,3,9,1,1,2,3,2,1,1,3,1,2,2,海洋政策,,,,,
163,谷古宇＝勘司,1,11,3,0,53,4,66,1,0,1,66,1,7,3,1,999,999,999,999,999,999,999,999,999,999,4,66,1,3,3,3,3,4,3,3,1,3,3,3,4,3,3,3,1,4,3,3,3,2,3,2,2,2,3,1,5,4,1,99,4,5,4,3,3,4,4,5,4,5,,,,,,
164,三輪＝麻美,1,11,3,0,53,7,66,1,0,2,30,1,10,15,11,50,50,50,0,50,999,999,999,100,50,5,66,2,3,3,3,3,4,4,4,2,1,3,1,3,1,3,2,1,4,4,3,4,1,5,2,2,1,4,1,4,6,5,2,3,4,3,2,2,2,4,4,3,5,,,,,,
165,山川＝百合子,1,11,3,0,53,8,2,1,0,2,48,3,1,5,15,30,100,60,60,40,50,60,20,60,10,4,66,3,5,4,2,4,4,2,2,2,2,4,3,4,2,2,3,3,4,4,2,3,2,2,4,3,2,4,3,66,66,66,66,4,5,4,3,5,5,4,4,5,5,,,,,,
166,飯田＝剛,1,11,3,0,66,9,66,1,0,1,58,1,1,3,5,50,30,30,20,40,30,20,50,30,40,5,66,1,1,1,5,1,1,1,1,5,5,3,2,1,3,3,3,2,1,3,5,3,1,5,2,1,1,3,1,1,3,99,2,5,3,3,1,5,2,4,4,5,5,,,,,,
167,石川＝英行,1,11,3,0,66,11,66,1,0,1,54,1,16,6,5,30,30,30,30,30,30,30,30,30,30,5,66,5,2,5,3,3,5,3,5,5,1,3,1,5,3,3,5,1,5,3,1,2,3,3,5,3,3,3,1,2,5,6,1,5,5,3,1,2,3,5,5,4,5,ベーシックインカム,,,,,
168,穂坂＝泰,1,11,4,0,53,1,66,1,0,1,43,2,1,5,6,100,999,90,50,999,999,50,999,999,80,1,4,1,3,1,1,3,3,2,3,2,3,3,3,2,2,3,2,3,3,4,4,4,3,3,3,3,3,2,1,1,3,9,2,2,1,1,1,1,1,1,1,1,1,,,,,,
169,青柳＝仁士,1,11,4,0,53,4,66,1,0,1,38,1,5,11,1,60,0,50,0,100,0,0,50,70,70,5,66,1,5,2,3,3,2,4,2,1,1,4,2,4,2,3,1,1,3,3,3,5,1,3,2,1,5,3,1,3,2,4,1,2,4,1,1,2,1,3,1,1,5,,,,,,
